settlement_type,old_name,new_name,raion,oblast,date_rename,decision_rename,who_rename,decision-publish_rename,vidomosti
місто,Кіровоград,Кропивницький,Кропивницький,Кіровоградська,14.07.2016,1468-VIII,Верховна Рада України,05.08.2016,"32, ст. 563"
місто,Кіровськ,Голубівка,Голубівка,Луганська,12.05.2016,"1351-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 477"
смт,Кіровськ,Зарічне,,Донецька,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Кіровське,Мала Купріянівка,Вільнянський,Запорізька,19.05.2016,"1377-VIII, ч. 2",Верховна Рада України,10.06.2016,"24, ст. 497"
смт,Кіровське,Кіровське,Дніпровський,Дніпропетровська,19.05.2016,"1377-VIII, ч. 1",Верховна Рада України,10.06.2016,"24, ст  497"
село,Кіровське,Тихе,Васильківський,Дніпропетровська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,15. ст. 154
місто,Кіровське,Хрестівка,Хрестівка,Донецька,12.05.2016,"1351-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Кіровське,Острів Надії,Борзнянський,Чернігівська,12.05.2016,"1353-VIII, ч. 5",Верховна Рада України,03.06.2016,"23, ст. 479"
смт,Кіровське,Обухівка,Дніпровський,Дніпропетровська,19.05.2016,"1377-VIII, ч. 1",Верховна Рада України,10.06.2016,"24, ст  497"
село,Кіровське,Діанівка,Волноваський,Донецька,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Клещиха,Кліщиха,Дубенський,Рівненська,23.09.2008,581-VI,Верховна Рада України,06.02.2009,"6, ст.64"
село,Клинівка,Панка,Сторожинецький,Чернівецька,06.04.1995,204/95-ПВ,Верховна Рада України,18.04.1995,"16, ст. 119"
село,Клинове,Оклі,Виноградівський,Закарпатська,19.10.2000,2060-III,Верховна Рада України,08.12.2000,"49, ст.433"
село,Клиновецька Гора,Оклі Гедь,Виноградівський,Закарпатська,19.10.2000,2060-III,Верховна Рада України,08.12.2000,"49, ст.433"
село,Клипець,Кліпець,Дубенський,Рівненська,23.09.2008,581-VI,Верховна Рада України,06.02.2009,"6, ст.64"
село,Клячанове,Клячаново,Мукачівський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
село,Княгинине,Княгинин,Дубенський,Рівненська,23.09.2008,581-VI,Верховна Рада України,06.02.2009,"6, ст.64"
село,Князівка,Князівське,Рожнятівський,Івано-Франківська,09.07.1991,,Івано-Франківська обласна рада,01.10.1991,"37, стор.1059-1060"
село,Кобло-Старе,Кобло,Старосамбірський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Козеве,Козьова,Сколівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Коз'я,Кіз'я,Бродівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
селище,Коларівка,Каравелове,Жовтневий,Миколаївська,19.05.2016,"1377-VIII, ч. 4",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Коларівка,Болгарка,Приморський,Запорізька,19.05.2016,"1377-VIII, ч. 2",Верховна Рада України,10.06.2016,"24, ст. 497"
селище,Коларівка,Каравелове,Вітовський,Миколаївська,19.05.2016,"1377-VIII, ч. 4",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Колгоспівка,Іванівка,Петриківський,Дніпропетровська,15.12.1992,2853-XII,Верховна Рада України,09.02.1993,"6, ст. 43"
село,Колгоспна Гора,Гора,Комсомольськ,Полтавська,12.05.2016,"1353-VIII, ч. 3",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Колгоспне,Бекетівка,Нікопольський,Дніпропетровська,12.05.2016,"1353-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Колісне,Кулевча,Саратський,Одеська,02.03.1995,135/95-ПВ,Верховна Рада України,04.04.1995,"14, ст. 96"
село,Колоденце,Колоденці,Кам'янка-Бузький,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
смт,Кольчине,Кольчино,Мукачівський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
село,Комарівці,Паладь-Комарівці,Ужгородський,Закарпатська,02.03.1995,137/95-ПВ,Верховна Рада України,04.04.1995,"14, ст. 98"
місто,Комарне,Комарно,Городоцький,Львівська,24.03.1992,2219-XII,Верховна Рада України,30.06.1992,"26, ст. 374"
село,Комінтерн,Козирщина,Новомосковський,Дніпропетровська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,15. ст. 154
селище,Комінтерн,Новоселівка,Олександрійський,Кіровоградська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
селище,Комінтерн,Привітне,Чорнобаївський,Черкаська,12.05.2016,"1353-VIII, ч. 4",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Комінтерн,Лісне,Ямпільський,Сумська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
село,Комінтерн,Павлики,Козельщинський,Полтавська,19.05.2016,1377-VIII. ч. 5,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Комінтерн,Слобожанське,Нововодолазький,Харківська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
смт,Комінтернівське,Доброслав,Комінтернівський,Одеська,14.07.2016,1465-VIII,Верховна Рада України,05.08.2016,32. ст. 560
смт,Комінтернівське,Доброслав,Лиманський,Одеська,14.07.2016,1465-VIII,Верховна Рада України,05.08.2016,32. ст. 560
село,Комінтернове,Пікузи,Волноваський,Донецька,14.07.2016,1466-VIII,Верховна Рада України,05.08.2016,"32, ст. 561"
село,Комісарівка,Яснопілля,Лебединський,Сумська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
село,Комісарівка,Приморське,Генічеський,Херсонська,19.05.2016,1374-VIII,Верховна Рада України,10.06.2016,"24, ст. 494"
