oblast,raion,gromada,naspunkt,eltype,electiontype
Херсонська,Олешківський район,Ювілейна сільська об’єднана територіальна громада,Ювілейна сільська рада,Ювілейна,Ювілейний сільський голова Олешківського району Херсонської області
Херсонська,Олешківський район,Ювілейна сільська об’єднана територіальна громада,"(селище Ювілейне, село Дружне),",сільська рада Олешківського району,
Херсонська,Олешківський район,Ювілейна сільська об’єднана територіальна громада,Подо-Калинівська сільська рада,Херсонської області,
Херсонська,Олешківський район,Ювілейна сільська об’єднана територіальна громада,"(села Подо-Калинівка, Стара Маячка), Щасливська сільська рада (селище Щасливе,",,
Херсонська,Олешківський район,Ювілейна сільська об’єднана територіальна громада,"села Марченка, Привільне)",,
Херсонська,Каховський та Горностаївський райони,Любимівська селищна об’єднана територіальна громада,Каховський район:,Любимівська селищна рада Каховського району Херсонської області,Любимівський селищний голова Каховського району Херсонської області
Херсонська,Каховський та Горностаївський райони,Любимівська селищна об’єднана територіальна громада,Любимівська селищна рада,,
Херсонська,Каховський та Горностаївський райони,Любимівська селищна об’єднана територіальна громада,"(смт Любимівка, селище Завітне), Василівська сільська рада (села Василівка, Комишанка, Лук’янівка, Софіївка);",,
Херсонська,Каховський та Горностаївський райони,Любимівська селищна об’єднана територіальна громада,Горностаївський район:,,
Херсонська,Каховський та Горностаївський райони,Любимівська селищна об’єднана територіальна громада,Каїрська сільська рада (село Каїри),,
Хмельницька,Городоцький район,Городоцька міська об’єднана територіальна громада,"Городоцька міська рада (місто Городок), Варовецька сільська рада (село Варівці), Великокарабчіївська сільська рада (села Великий Карабчіїв, Грицьків), Великояромирська сільська рада (села Велика Яромирка, Завадинці, Мала Яромирка), Жищинецька сільська рад",Городоцька,Городоцький міський голова
Хмельницька,Городоцький район,Городоцька міська об’єднана територіальна громада,"Слобідка-Кузьминська), Підлісноолексинецька сільська рада (села Підлісний Олексинець, Слобідка-Олексинецька), Пільноолексинецька сільська рада (село Пільний Олексинець), Радковицька сільська рада (села Радковиця, Борщівка, Турчинці), Скіпченська сільська ",міська рада Городоцького району Хмельницької області,Городоцького району Хмельницької області
Хмельницька,Городоцький район,Городоцька міська об’єднана територіальна громада,"Нова Пісочна), Хмелівська сільська рада (село Хмелівка), Чорниводська сільська рада (села Чорниводи, Мудриголови, Папірня)",,
Хмельницька,Кам’янець-Подільський район,Слобідсько-Кульчієвецька сільська об’єднана територіальна громада,"Слобідсько-Кульчієвецька сільська рада (села Слобідка-Кульчієвецька, Боришківці, Мукша Китайгородська, Оленівка), Врубловецька сільська рада (села Врублівці, Станіславівка, Яруга), Устянська сільська рада (села Устя, Баговиця, Велика Слобідка, Мала Слобід",Слобідсько-Кульчієвецька сільська рада Кам’янець-Подільського району Хмельницької області,Слобідсько-Кульчієвецький сільський голова 
Хмельницька,Кам’янець-Подільський район,Слобідсько-Кульчієвецька сільська об’єднана територіальна громада,,,Кам’янець-Подільського району Хмельницької області
Хмельницька,Красилівський район,Антонінська селищна об’єднана територіальна громада,Антонінська селищна рада,Антонінська селищна рада Красилівського району Хмельницької області,Антонінський селищний голова 
Хмельницька,Красилівський район,Антонінська селищна об’єднана територіальна громада,"(смт Антоніни, села Закриниччя, Рублянка), Васьківчицька сільська рада (села Васьківчики, Зелена), Великомедведівська сільська рада (села Велика Медведівка, Красівка), Великоорлинська сільська рада (села Великі Орлинці, Ключівка), Великосалиська сільська ",,Красилівського району Хмельницької області
Хмельницька,Красилівський район,Красилівська міська об’єднана територіальна громада,"Красилівська міська рада (місто Красилів), Волицька сільська рада (села Волиця, Дубище, Новодубище), Дружненська сільська рада (село Дружне), Заставківська сільська рада (село Заставки), Кульчинківська сільська рада (село Кульчинки), Кульчинівська сільськ",Красилівська,Красилівський міський голова
Хмельницька,Красилівський район,Красилівська міська об’єднана територіальна громада,,міська рада Красилівського району Хмельницької області,Красилівського району Хмельницької області
Хмельницька,Хмельницький район,Олешинська сільська об’єднана територіальна громада,Олешинська сільська рада,Олешинська сільська рада Хмельницького району Хмельницької області,Олешинський сільський голова Хмельницького району Хмельницької області
Хмельницька,Хмельницький район,Олешинська сільська об’єднана територіальна громада,"(села Олешин, Велика Калинівка, Іванківці, Черепова), Черепівківська сільська рада",,
Хмельницька,Хмельницький район,Олешинська сільська об’єднана територіальна громада,(село Черепівка),,
Хмельницька,Ярмолинецький район,Солобковецька сільська об’єднана територіальна громада,Солобковецька сільська рада,Солобковецька сільська рада Ярмолинецького району Хмельницької області,Солобковецький сільський голова Ярмолинецького району Хмельницької області
Хмельницька,Ярмолинецький район,Солобковецька сільська об’єднана територіальна громада,"(село Солобківці), Глушковецька сільська рада (села Глушківці, Глушковецьке, Слобідка-Глушковецька), Проскурівська сільська рада (села Проскурівка, Корначівка, Майдан-Морозівський), Стріховецька сільська рада (село Стріхівці)",,
Хмельницька,Шепетівський та Полонський райони,Грицівська селищна об’єднана територіальна громада,Шепетівський район:,Грицівська,Грицівський селищний голова Шепетівського району Хмельницької області
Хмельницька,Шепетівський та Полонський райони,Грицівська селищна об’єднана територіальна громада,Грицівська селищна рада,селищна рада Шепетівського району Хмельницької області,
Хмельницька,Шепетівський та Полонський райони,Грицівська селищна об’єднана територіальна громада,"(смт Гриців, село Корпилівка), Великошкарівська сільська рада (села Велика Шкарівка, Курганівка, Онишківці), Лотівська сільська рада (села Лотівка, Саверці), Рожичнянська сільська рада (села Рожична, Орлинці, Устянівка);",,
Хмельницька,Шепетівський та Полонський райони,Грицівська селищна об’єднана територіальна громада,"Полонський район: Малошкарівська сільська рада (села Мала Шкарівка, Москвитянівка), Микулинська сільська рада (село Микулин), Сасанівська сільська рада",,
Хмельницька,Шепетівський та Полонський райони,Грицівська селищна об’єднана територіальна громада,"(села Сасанівка, Крачанівка)",,
Черкаська,Городищенський район,Мліївська сільська об’єднана територіальна громада,Мліївська сільська рада,Мліївська,Мліївський сільський голова Городищенського району
Черкаська,Городищенський район,Мліївська сільська об’єднана територіальна громада,"(село Мліїв), Будо-Орловецька сільська рада (село Будо-Орловецька), Старосільська сільська рада (село Старосілля)",сільська рада Городищенського району ,Черкаської області
Черкаська,Городищенський район,Мліївська сільська об’єднана територіальна громада,,Черкаської області,
Черкаська,Жашківський район,Бузівська сільська об’єднана територіальна громада,Бузівська сільська рада,Бузівська,Бузівський
Черкаська,Жашківський район,Бузівська сільська об’єднана територіальна громада,"(село Бузівка), ",сільська рада Жашківського району ,сільський голова Жашківського району 
Черкаська,Жашківський район,Бузівська сільська об’єднана територіальна громада,Зеленорізька сільська рада,Черкаської  області,Черкаської області
Черкаська,Жашківський район,Бузівська сільська об’єднана територіальна громада,(село Зелений Ріг),,
Черкаська,Жашківський район,Соколівська сільська об’єднана територіальна громада,Соколівська сільська рада ,Соколівська,Соколівський
Черкаська,Жашківський район,Соколівська сільська об’єднана територіальна громада,"(село Соколівка), ",сільська рада Жашківського району ,сільський голова Жашківського району 
Черкаська,Жашківський район,Соколівська сільська об’єднана територіальна громада,Конельська сільська рада ,Черкаської області,Черкаської області
Черкаська,Жашківський район,Соколівська сільська об’єднана територіальна громада,"(село Конела), Конельсько-Хутірська сільська рада",,
Черкаська,Жашківський район,Соколівська сільська об’єднана територіальна громада,"(села Конельські Хутори, Медувата), Острожанська сільська рада (село Острожани)",,
Черкаська,Жашківський район,Жашківська міська об’єднана територіальна громада,Жашківська міська рада,Жашківська,Жашківський міський голова Жашківського району
Черкаська,Жашківський район,Жашківська міська об’єднана територіальна громада,"(місто Жашків), Вільшанська сільська рада (село Вільшанка),",міська рада Жашківського району,Черкаської області
Черкаська,Жашківський район,Жашківська міська об’єднана територіальна громада,Литвинівська сільська рада,Черкаської області,
Черкаська,Жашківський район,Жашківська міська об’єднана територіальна громада,"(село Литвинівка), Марійківська сільська рада (село Марійка),",,
Черкаська,Жашківський район,Жашківська міська об’єднана територіальна громада,Скибинська сільська рада,,
Черкаська,Жашківський район,Жашківська міська об’єднана територіальна громада,(село Скибин),,
Черкаська,Кам’янський район,Кам’янська міська об’єднана територіальна громада,Кам’янська міська рада,Кам’янська,Кам’янський міський голова Кам’янського району
Черкаська,Кам’янський район,Кам’янська міська об’єднана територіальна громада,"(місто Кам’янка), Тимошівська сільська рада (село Тимошівка), Юрчиська сільська рада",міська рада Кам’янського району,Черкаської області
Черкаська,Кам’янський район,Кам’янська міська об’єднана територіальна громада,(село Юрчиха),Черкаської області,
Черкаська,Канівський район,Ліплявська сільська об’єднана територіальна громада,Ліплявська сільська рада,Ліплявська,Ліплявський сільський голова Канівського району Черкаської області
Черкаська,Канівський район,Ліплявська сільська об’єднана територіальна громада,"(село Ліпляве), Келебердянська сільська рада (село Келеберда), Озерищанська сільська рада",сільська рада Канівського району Черкаської області,
Черкаська,Канівський район,Ліплявська сільська об’єднана територіальна громада,(село Озерище),,
Черкаська,Корсунь-Шевченківський район,Карашинська сільська об’єднана територіальна громада,Черепинська сільська рада,Карашинська сільська рада Корсунь-Шевченківського району,Карашинський сільський голова Корсунь-Шевченківського району
Черкаська,Корсунь-Шевченківський район,Карашинська сільська об’єднана територіальна громада,"(села Черепин, Вільхівчик, Карашина), Завадівська сільська рада (село Завадівка), Квітчанська сільська рада (село Квітки), Кошмаківська сільська рада",Черкаської області,Черкаської області
Черкаська,Корсунь-Шевченківський район,Карашинська сільська об’єднана територіальна громада,"(села Кошмак, Глушки, Миропілля), Петрушківська сільська рада (села Петрушки, Листвина)",,
Черкаська,Корсунь-Шевченківський район,Моринська сільська об’єднана територіальна громада,Моринська сільська рада,Моринська,Моринський сільський голова Корсунь-Шевченківського району
Черкаська,Корсунь-Шевченківський район,Моринська сільська об’єднана територіальна громада,"(села Моринці, Ситники,",сільська рада Корсунь-Шевченківського району,Черкаської області
Черкаська,Корсунь-Шевченківський район,Моринська сільська об’єднана територіальна громада,"селище Берлютине), Виграївська сільська рада (село Виграїв), Пішківська сільська рада",Черкаської області,
Черкаська,Корсунь-Шевченківський район,Моринська сільська об’єднана територіальна громада,"(села Пішки, Нехворощ,",,
Черкаська,Корсунь-Шевченківський район,Моринська сільська об’єднана територіальна громада,"селище Зелена Діброва), Сотницька сільська рада",,
Черкаська,Корсунь-Шевченківський район,Моринська сільська об’єднана територіальна громада,(село Сотники),,
Черкаська,Маньківський район,Іваньківська сільська об’єднана територіальна громада,Іваньківська сільська рада,Іваньківська сільська рада Маньківського району,Іваньківський сільський голова Маньківського району
Черкаська,Маньківський район,Іваньківська сільська об’єднана територіальна громада,"(села Іваньки, Тимошівка), Березівська сільська рада",Черкаської області,Черкаської області
Черкаська,Маньківський район,Іваньківська сільська об’єднана територіальна громада,"(село Березівка), Крачківська сільська рада (село Крачківка)",,
Черкаська,Уманський район,Паланська сільська об’єднана територіальна громада,Паланська сільська рада,Паланська,Паланський сільський голова Уманського району Черкаської області
Черкаська,Уманський район,Паланська сільська об’єднана територіальна громада,"(село Паланка), Берестівецька сільська рада (село Берестівець), Городецька сільська рада",сільська рада Уманського району Черкаської області,
Черкаська,Уманський район,Паланська сільська об’єднана територіальна громада,"(село Городецьке), Громівська сільська рада (село Громи), Кочержинська сільська рада",,
Черкаська,Уманський район,Паланська сільська об’єднана територіальна громада,"(село Кочержинці), Кочубіївська сільська рада (село Кочубіївка), Максимівська сільська рада",,
Черкаська,Уманський район,Паланська сільська об’єднана територіальна громада,"(село Максимівка), Томашівська сільська рада (село Томашівка)",,
Черкаська,Черкаський район,Степанківська сільська об’єднана територіальна громада,Степанківська сільська рада,Степанківська сільська рада Черкаського району Черкаської області,Степанківський сільський голова Черкаського району
Черкаська,Черкаський район,Степанківська сільська об’єднана територіальна громада,"(села Степанки, Бузуків), Хацьківська сільська рада",,Черкаської області
Черкаська,Черкаський район,Степанківська сільська об’єднана територіальна громада,(село Хацьки),,
Черкаська,Чорнобаївський район,Іркліївська сільська об’єднана територіальна громада,Іркліївська сільська рада,Іркліївська,Іркліївський сільський голова Чорнобаївського району
Черкаська,Чорнобаївський район,Іркліївська сільська об’єднана територіальна громада,"(села Іркліїв, Загородище, Скородистик, Червоногірка), Мельниківська сільська рада",сільська рада Чорнобаївського району,Черкаської області
Черкаська,Чорнобаївський район,Іркліївська сільська об’єднана територіальна громада,"(села Мельники, Воронинці, Червонохижинці)",Черкаської області,
Черкаська,Шполянський район,Водянська сільська об’єднана територіальна громада,Водянська сільська рада,Водянська ,Водянський сільський голова Шполянського району 
Черкаська,Шполянський район,Водянська сільська об’єднана територіальна громада,"(село Водяне),",сільська рада Шполянського району ,Черкаської області
Черкаська,Шполянський район,Водянська сільська об’єднана територіальна громада,Веселокутська сільська рада ,Черкаської області,
Черкаська,Шполянський район,Водянська сільська об’єднана територіальна громада,"(села Веселий Кут, Витязеве, Козачани), Кавунівська сільська рада (село Кавунівка), Лип’янська сільська рада (села Лип’янка, Межигірка), Маслівська сільська рада (село Маслове), Нечаєвська сільська рада (село Нечаєве), Ярославська сільська рада ",,
Черкаська,Шполянський район,Водянська сільська об’єднана територіальна громада,"(села Ярославка, Нова Ярославка)",,
Черкаська,Шполянський район,Матусівська сільська об’єднана територіальна громада,Матусівська сільська рада,Матусівська сільська рада Шполянського району,Матусівський сільський голова Шполянського району
Черкаська,Шполянський район,Матусівська сільська об’єднана територіальна громада,"(село Матусів), Станіславчицька сільська рада (село Станіславчик)",Черкаської області,Черкаської області
Черкаська,Золотоніський та Драбівський райони,Зорівська сільська об’єднана територіальна громада,Золотоніський район:,Зорівська,Зорівський сільський голова Золотоніського району
Черкаська,Золотоніський та Драбівський райони,Зорівська сільська об’єднана територіальна громада,Зорівська сільська рада,сільська рада Золотоніського району,Черкаської області
Черкаська,Золотоніський та Драбівський райони,Зорівська сільська об’єднана територіальна громада,"(села Зорівка, Чернещина); Драбівський район:",Черкаської області,
Черкаська,Золотоніський та Драбівський райони,Зорівська сільська об’єднана територіальна громада,Богданівська сільська рада,,
Черкаська,Золотоніський та Драбівський райони,Зорівська сільська об’єднана територіальна громада,"(село Богданівка, селище Квітневе), Вершинозгарська сільська рада* (село Вершина-Згарська), Мехедівська сільська рада (село Мехедівка)",,
Чернівецька,Герцаївський район,Острицька сільська об’єднана територіальна громада,"Острицька сільська рада (село Остриця), Годинівська сільська рада (села Годинівка, Луковиця), Горбівська сільська рада (села Горбово*, Банчени), Цуренська сільська рада (села Цурень, Маморниця, Маморниця Вама)",Острицька,Острицький сільський голова Герцаївського району Чернівецької області
Чернівецька,Герцаївський район,Острицька сільська об’єднана територіальна громада,,сільська рада Герцаївського району Чернівецької області,
Чернівецька,Кіцманський район,Мамаївська сільська об’єднана територіальна громада,"Мамаївська сільська рада (села Мамаївці, Новий Киселів), Лужанська селищна рада (смт Лужани)",Мамаївська сільська рада Кіцманського району Чернівецької області,Мамаївський сільський голова Кіцманського району Чернівецької області
Чернівецька,Кіцманський район,Кіцманська міська об’єднана територіальна громада,"Кіцманська міська рада (місто Кіцмань), Давидівська сільська рада (село Давидівці), Суховерхівська сільська рада (село Суховерхів)",Кіцманська,Кіцманський міський голова Кіцманського району Чернівецької області
Чернівецька,Кіцманський район,Кіцманська міська об’єднана територіальна громада,,міська рада Кіцманського району Чернівецької області,
Чернівецька,Новоселицький район,Магальська сільська об’єднана територіальна громада,"Магальська сільська рада (села Магала, Буда, Остриця, Прут), Рідківська сільська рада (село Рідківці) ",Магальська,Магальський сільський голова
Чернівецька,Новоселицький район,Магальська сільська об’єднана територіальна громада,,сільська рада Новоселицького району,Новоселицького району
Чернівецька,Новоселицький район,Магальська сільська об’єднана територіальна громада,,Чернівецької області,Чернівецької області
Чернігівська,Бобровицький район,Новобасанська сільська об’єднана територіальна громада,Новобасанська сільська рада,Новобасанська сільська рада Бобровицького району Чернігівської області,Новобасанський сільський голова Бобровицького району Чернігівської області
Чернігівська,Бобровицький район,Новобасанська сільська об’єднана територіальна громада,"(село Нова Басань), Білоцерківська сільська рада (село Білоцерківці), Веприцька сільська рада",,
Чернігівська,Бобровицький район,Новобасанська сільська об’єднана територіальна громада,"(село Веприк), Новобиківська сільська рада (села Новий Биків, Старий Биків, селище Чистопілля)",,
Чернігівська,Бобровицький район,Бобровицька міська об’єднана територіальна громада,Бобровицька міська рада,Бобровицька,Бобровицький міський голова Бобровицького району Чернігівської області
Чернігівська,Бобровицький район,Бобровицька міська об’єднана територіальна громада,"(місто Бобровиця, села Вишневе, Затишшя, Макарівка, Травкине, Урожайне, селище Мирне), Браницька сільська рада",міська рада Бобровицького району Чернігівської області,
Чернігівська,Бобровицький район,Бобровицька міська об’єднана територіальна громада,"(село Браниця), Бригинцівська сільська рада (село Бригинці), Гаврилівська сільська рада",,
Чернігівська,Бобровицький район,Бобровицька міська об’єднана територіальна громада,"(села Гаврилівка, Запоріжжя, Українка), Горбачівська сільська рада (села Горбачі, Зелене), Кобижчанська сільська рада",,
Чернігівська,Бобровицький район,Бобровицька міська об’єднана територіальна громада,"(село Кобижча), Козацька сільська рада (села Козацьке, Миколаїв), Марковецька сільська рада",,
Чернігівська,Бобровицький район,Бобровицька міська об’єднана територіальна громада,"(село Марківці), Озерянська сільська рада (села Озеряни, Майнівка, Молодіжне, Плуг), Олександрівська сільська рада (села Олександрівка, Катеринівка, Лідин), Осокорівська сільська рада (села Осокорівка, Наумівка), Петрівська сільська рада",,
Чернігівська,Бобровицький район,Бобровицька міська об’єднана територіальна громада,"(село Петрівка), Пісківська сільська рада (село Піски), Рудьківська сільська рада",,
Чернігівська,Бобровицький район,Бобровицька міська об’єднана територіальна громада,"(села Рудьківка, Коношівка, Хомівці), Свидовецька сільська рада (села Свидовець, Буглаки, Татарівка), Старобасанська сільська рада (село Стара Басань), Сухинська сільська рада",,
Чернігівська,Бобровицький район,Бобровицька міська об’єднана територіальна громада,"(село Сухиня), Щаснівська сільська рада (села Щаснівка, Гарт, Осовець), Ярославська сільська рада (село Ярославка)",,
Чернігівська,Борзнянський район,Плисківська сільська об’єднана територіальна громада,Плисківська сільська рада,Плисківська сільська рада Борзнянського району Чернігівської області,Плисківський сільський голова Борзнянського району Чернігівської області
Чернігівська,Борзнянський район,Плисківська сільська об’єднана територіальна громада,"(село Плиски), Великозагорівська сільська рада (села Велика Загорівка, Степ), Махнівська сільська рада* (село Махнівка), Сиволозька сільська рада",,
Чернігівська,Борзнянський район,Плисківська сільська об’єднана територіальна громада,(село Сиволож),,
Чернігівська,Городнянський район,Тупичівська сільська об’єднана територіальна громада,Тупичівська сільська рада,Тупичівська сільська рада Городнянського району Чернігівської області,Тупичівський сільський голова Городнянського району Чернігівської області
Чернігівська,Городнянський район,Тупичівська сільська об’єднана територіальна громада,"(село Тупичів, селище Тополівка), Бурівська сільська рада",,
Чернігівська,Городнянський район,Тупичівська сільська об’єднана територіальна громада,"(села Бурівка, Безиків), Великолиственська сільська рада (село Великий Листвен)",,
Чернігівська,Ічнянський район,Ічнянська,Ічнянська міська рада,Ічнянська міська рада Ічнянського району Чернігівської області,Ічнянський міський голова Ічнянського району Чернігівської області
Чернігівська,Ічнянський район,Ічнянська,"(місто Ічня, смт Дружба,",,
Чернігівська,Ічнянський район,Ічнянська,"села Августівка, Безводівка), Андріївська сільська рада",,
Чернігівська,Ічнянський район,Ічнянська,"(села Андріївка, Селихів, Томашівка), Бакаївська сільська рада (села Бакаївка, Комарівка), Більмачівська сільська рада",,
Чернігівська,Ічнянський район,Ічнянська,"(село Більмачівка), Будянська сільська рада (села Буди, Грабів, Лучківка, Пелюхівка, Червоне), Бурімська сільська рада",,
Чернігівська,Ічнянський район,Ічнянська,"(села Бурімка, Безбородьків, Шиловичі), Гмирянська сільська рада (село Гмирянка), Городнянська сільська рада",,
Чернігівська,Ічнянський район,Ічнянська,"(село Городня), Гужівська сільська рада (село Гужівка), Дорогинська сільська рада (село Дорогинка), Заудайська сільська рада",,
Чернігівська,Ічнянський район,Ічнянська,"(села Заудайка, Коршаки), Івангородська сільська рада",,
Чернігівська,Ічнянський район,Ічнянська,"(село Івангород), Іржавецька сільська рада (село Іржавець), Крупичпільська сільська рада (села Крупичполе, Новий Поділ, Сваричівка), Монастирищенська сільська рада (села Монастирище, Веприк), Ольшанська сільська рада (села Ольшана, Нова Ольшана, Тарасівка",,
Чернігівська,Ічнянський район,Ічнянська,"(села Припутні, Барбурське, Вишнівка, селище Куликівка), Сезьківська сільська рада",,
Чернігівська,Ічнянський район,Ічнянська,"(села Сезьки, Гейці, Дзюбівка, Тишківка, селище Коломійцеве), Ступаківська сільська рада",,
Чернігівська,Ічнянський район,Ічнянська,"(села Ступаківка, Зінченкове), Хаєнківська сільська рада",,
Чернігівська,Ічнянський район,Ічнянська,"(села Хаєнки, Воронівка, Киколи), Щурівська сільська рада",,
Чернігівська,Ічнянський район,Ічнянська,"(села Щурівка, Іценків, Однольків)",,
Чернігівська,Куликівський район,Куликівська селищна об’єднана територіальна громада,Куликівська селищна рада,Куликівська селищна рада Куликівського району Чернігівської області,Куликівський селищний голова Куликівського району Чернігівської області
